DummyID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology,PolParty,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,Ideo2,Zslant_police,Zpolit_police,ZIdeology,PoliceCongruence,PoliceCong2,ZSlant_K12,ZPolit_K12,K12Congruence,K12Cong2,IdeoXK12Slant,IdeoXK12Polit,K12SlantXK12Polit,IdeoXK12SlantXK12Polit,IdeoXPOLICESlant,IdeoXPOLICEPolit,POLICESlantXPOLICEPolit,IdeoXPOLICESlantXPOLICEPolit,ZSco01,ZSco02,ZSlant_Cong,Zslant_fire,Zslant_journ,Zslant_WHO,Zslant_rang,Zslant_phys,Zslant_ASPCA,Zslant_dent,Zslant_prof,ZSco03,Zslant_poll,Zslant_SC,Zslant_doc,Zslant_law,Zslant_USPS,Zslant_econ,Zslant_pharm,Zslant_sci,Zslant_MLB,Zslant_mech,Zslant_chefs,Zslant_lib,Zslant_church,Zslant_vet,Zslant_tailor,Zslant_UN,Zslant_psych,Zslant_bank,Zslant_holly,Zslant_judge,Zslant_crim,Zslant_toll,Zslant_NFL,Zslant_CIA,Zslant_realestate,Zslant_localbiz,Zslant_think,Zslant_FB,Zslant_PETA,ZSco04,ZPolit_Cong,Zpolit_fire,Zpolit_journ,Zpolit_WHO,Zpolit_rang,Zpolit_phys,Zpolit_ASPCA,Zpolit_dent,Zpolit_prof,ZSco05,Zpolit_poll,Zpolit_SC,Zpolit_doc,Zpolit_law,Zpolit_USPS,Zpolit_econ,Zpolit_pharm,Zpolit_sci,Zpolit_MLB,Zpolit_mech,Zpolit_chefs,Zpolit_lib,Zpolit_church,Zpolit_vet,Zpolit_tailor,Zpolit_UN,Zpolit_psych,Zpolit_bank,Zpolit_holly,Zpolit_judge,Zpolit_crim,Zpolit_toll,Zpolit_NFL,Zpolit_CIA,Zpolit_realestate,Zpolit_localbiz,Zpolit_think,Zpolit_FB,Zpolit_PETA,IdeoXWHOSlant,IdeoXWHOPolit,WHOSlantXWHOPolit,IdeoXWHOSlantXWHOPolit,IdeoXCONGSlant,IdeoXCONGPolit,CONGSlantXCONGPolit,IdeoXCONGSlantXCONGPolit,IdeoXFIRESlant,IdeoXFIREPolit,FIRESlantXFIREPolit,IdeoXFIRESlantXFIREPolit,IdeoXJOURNSlant,IdeoXJOURNPolit,JOURNSlantXJOURNPolit,IdeoXJOURNSlantXJOURNPolit,IdeoXRANGSlant,IdeoXRANGPolit,RANGSlantXRANGPolit,IdeoXRANGSlantXRANGPolit,IdeoXPHYSSlant,IdeoXPHYSPolit,PHYSSlantXPHYSPolit,IdeoXPHYSSlantXPHYSPolit,IdeoXASPCASlant,IdeoXASPCAPolit,ASPCASlantXASPCAPolit,IdeoXASPCASlantXASPCAPolit,IdeoXDENTSlant,IdeoXDENTPolit,DENTSlantXDENTPolit,IdeoXDENTSlantXDENTPolit,IdeoXPROFSlant,IdeoXPROFPolit,PROFSlantXPROFPolit,IdeoXPROFSlantXPROFPolit,IdeoXSCSlant,IdeoXSCPolit,SCSlantXSCPolit,IdeoXSCSlantXSCPolit
258,9/14/22 13:55,9/14/22 14:08,0,100,742,1,9/14/22 14:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,35,2,30,3,55,4,60,1,40,2,50,3,45,2,55,2,20,5,60,3,50,3,40,1,30,4,45,4,50,2,55,2,47,2,40,4,30,3,2,4,7,4,5,4,3,4,4,4,3,4,5,4,4,3,5,4,3,5,5,1,1,,,,,,48,1,,,,,,,,,5,,1,,,0.521153126,,,,,,,,,,,,,,,0.521153126,,,,,,,,,,,,,,,,,,,,,0.166842105,-0.471906135,-0.281583449,-1.023057373,1.151591019,-0.646952921,0.653012601,0.718757947,-0.411953,-0.132107538,0.306380923,-0.393093479,-0.698763876,-0.830000408,-0.32224272,-0.290565973,-0.217025186,0.030919029,0.134654306,0.244068321,,,,,,,,,,,,,,,,,,,,,-0.134349067,0.042614396,0.144725494,-0.280184678,-0.738448022,0.315779447,-1.3334082,-0.739942895,-0.873508889,0.464989494,-1.022744871,-1.076562082,-0.5272441,0.94086465,0.054175574,-0.302316895,-0.797506662,-1.065601622,-0.295589059,-0.809126128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,9/14/22 14:03,9/14/22 14:09,0,100,361,1,9/14/22 14:09,20,4,55,6,30,1,30,5,15,3,20,3,60,1,20,3,70,1,25,4,35,2,30,2,60,5,50,1,80,2,40,1,85,2,70,1,33,3,70,1,5,3,5,4,5,5,5,5,5,3,4,3,5,5,4,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,,46,1,,,,,,,,,6,,1,-2.163544343,-1.18357416,0.991182885,-2.144468124,0,-1.00809784,0.268423293,-0.999209325,0,-0.999209325,0.266056574,-0.270596942,-0.268211057,-2.144468124,-1.173138451,2.560715179,2.538137059,0.991182885,-1.00809784,0.457499799,-2.249896552,-0.247688959,-1.012440852,-2.078461852,1.310078614,-0.78122471,1.547378685,-0.338917173,-2.163544343,-0.921383829,-0.284973758,0.087345295,2.124959244,-0.607669758,2.067495554,0.630193942,-0.23205804,1.050868724,,,,,,,,,,,,,,,,,,,,,0.268423293,0.574276608,-0.847634748,0.196016805,-0.434140193,0.654177502,-0.970237097,0.10019155,-0.738829062,0.016165687,-1.18357416,-1.20104939,-0.004749564,-1.136555032,-1.090790559,-0.73603238,-1.069691566,-1.729261607,0.062330498,-0.76077309,,,,,,,,,,,,,,,,,,,,,-1.003514045,-0.430312329,0.439541267,0.435665781,0.453465971,0.569213146,0.262731433,0.2604149,-2.230058955,-0.840161055,1.907090498,1.890275461,-0.245505057,0.194288502,-0.048551198,-0.048123117,-2.060135815,0.648409544,-1.359682983,-1.347694502,1.2985275,-0.961682405,-1.271086872,-1.259879552,-0.774336562,0.09930815,-0.078272115,-0.077581981,1.533735269,-0.732314721,-1.143248342,-1.13316819,-0.335928901,0.016023152,-0.005478829,-0.005430521,-0.282461111,-0.004707687,0.001353501,0.001341567
260,9/14/22 14:01,9/14/22 14:09,0,100,488,1,9/14/22 14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,50,2,95,6,50,1,50,1,29,6,50,1,50,4,10,4,50,4,50,5,50,1,5,3,80,6,50,1,50,4,50,1,5,6,50,3,4,5,5,2,5,7,1,4,2,2,2,1,4,4,1,4,3,3,1,5,7,3,1,,,,,,27,,1,,,,,,,,5,,1,,,1.461212644,,,,,,,,,,,,,,,1.461212644,,,,,,,,,,,,,,,,,,,,,-0.724268327,0.695187179,0.707894044,1.01674528,0.419778883,0.216213297,-0.50389101,1.052583499,-0.658194377,-0.65273673,-0.419942963,-0.393093479,0.147470877,-2.072976628,1.317974252,-0.290565973,-0.58761507,0.21114957,-1.318016894,1.153400535,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-0.586019621,1.10718139,-0.738448022,-0.683646225,0.911690433,-1.463337547,0.36800606,-0.224632606,-0.283962105,0.3989047,-0.5272441,0.218751031,1.333552595,-1.116450991,0.771945551,-1.672539837,1.216841628,-0.809126128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,9/14/22 14:03,9/14/22 14:09,0,100,351,1,9/14/22 14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,10,4,2,6,40,6,0,6,35,4,0,6,0,6,71,6,0,6,50,5,30,6,30,4,16,5,10,6,40,5,30,5,30,6,0,6,0,6,4,4,2,2,4,4,1,3,3,3,1,1,4,3,1,2,4,3,1,1,4,3,,1,,,,,40,1,,,,,,,,,5,,,,,0.051123367,,,,,,,,,,,,,,,0.051123367,,,,,,,,,,,,,,,,,,,,,-2.209452379,-2.417061659,-1.666851939,-1.787983368,-3.239281795,-1.078536031,-2.101519805,-2.28567202,0.376019405,-1.173365922,-0.419942963,-1.430752104,-1.544998629,-1.526067091,-1.962459693,-1.035171598,-2.069974602,-0.990387372,-1.525541352,-1.119930001,,,,,,,,,,,,,,,,,,,,,1.462337921,1.786963679,2.336960838,1.10718139,3.96494498,2.314630792,0.911690433,2.153635712,1.609521008,1.154611594,0.45482066,1.136638091,2.470236245,1.662978269,1.333552595,2.140085391,1.556671658,1.362151239,1.216841628,1.067964965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,9/14/22 14:00,9/14/22 14:10,0,100,569,1,9/14/22 14:10,25,4,42,6,66,2,19,5,36,4,38,3,27,3,36,3,31,2,18,5,70,3,38,3,54,6,31,4,22,5,56,2,32,4,29,4,29,4,44,2,4,3,5,2,3,4,4,3,4,4,7,3,4,5,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,1,,,,,31,1,,,,,,,,,5,,1,-0.040825295,-0.523421786,0.991182885,-0.040465333,0,-0.69210856,0.268423293,-0.686006159,0,-0.686006159,0.266056574,-0.185778059,-0.184140032,-0.040465333,-0.518806716,0.021368849,0.021180437,0.991182885,-0.69210856,-0.42701454,0.332956827,-0.910598226,0.151991741,-0.92184306,-0.832076957,0.104031986,-2.145187757,-0.734107385,-0.040825295,-0.354237209,-0.659683933,-1.407710762,-2.033992331,0.696854464,-1.279615427,-1.129155342,-0.49351997,-0.753893852,,,,,,,,,,,,,,,,,,,,,0.268423293,0.574276608,0.013941361,0.196016805,0.192725787,0.654177502,0.620231142,0.10019155,0.275829516,0.729765281,-0.523421786,-0.549954194,0.729058125,1.067600856,1.112178609,0.106315788,0.436161254,0.167810002,0.726472704,0.129677231,,,,,,,,,,,,,,,,,,,,,0.150651612,0.191026501,0.029292728,0.02903445,-0.423249503,0.569213146,-0.245224462,-0.243062289,0.330021109,0.013818438,0.004641871,0.004600943,-0.902569377,0.194288502,-0.178492555,-0.176918766,-0.913715064,0.648409544,-0.603048991,-0.597731839,-0.824740439,0.614762492,-0.516080041,-0.511529704,0.103114724,0.09930815,0.010423126,0.010331224,-2.126273389,0.273397496,-0.591706102,-0.586488961,-0.727634676,0.723330857,-0.535726082,-0.531002524,-0.653867424,0.722629935,-0.480947931,-0.476707358
263,9/14/22 13:58,9/14/22 14:10,0,100,674,1,9/14/22 14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,50,1,53,1,75,5,50,2,50,1,50,6,40,5,82,5,7,4,50,5,60,5,50,1,50,4,84,5,83,4,61,5,50,6,4,5,6,5,5,5,5,4,5,5,5,4,4,5,1,4,2,3,3,4,4,3,1,3,5,1,,1,,,,,42,1,,,,,,,,,5,,1,,,0.521153126,,,,,,,,,,,,,,,0.521153126,,,,,,,,,,,,,,,,,,,,,-0.546046241,0.695187179,0.856315668,-0.003156046,0.419778883,0.216213297,0.653012601,0.384932395,0.917750434,-0.808925487,-0.419942963,0.125735833,0.147470877,0.164380569,1.505427621,2.166632588,0.227682673,0.21114957,-1.359521786,-0.847130336,,,,,,,,,,,,,,,,,,,,,-0.134349067,-0.829560245,-1.316764736,0.413498356,0.202230579,-0.683646225,0.911690433,1.43024106,0.988763534,-0.224632606,0.45482066,0.3989047,-0.5272441,0.94086465,0.693864085,1.325951296,1.556671658,1.362151239,0.460626284,0.442267934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,9/14/22 14:03,9/14/22 14:10,0,100,407,1,9/14/22 14:10,39,5,44,6,82,5,0,6,15,5,50,2,16,4,40,1,41,1,14,6,81,4,32,5,50,1,29,5,50,3,50,1,66,1,0,6,19,5,61,1,2,1,5,1,1,5,2,2,1,1,5,2,3,1,1,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,1,,,,,48,1,,,,1,,,,,4,none,1,0.626314978,0.136730589,1.461212644,0.915179365,1,0.192661425,1.00243035,0.281519311,1,0.281519311,1.464763902,0.19312966,0.282203501,0.915179365,0.199792465,0.085636416,0.125133013,1.461212644,0.192661425,-0.290935411,1.480891662,-2.055623325,-1.012440852,-0.150763866,-1.546128815,0.32534616,-1.198375849,-0.959930364,0.626314978,-0.779597174,-0.909490716,-1.565085083,-0.026222605,0.207657881,0.867587844,-2.373573129,-1.147174795,0.426143217,,,,,,,,,,,,,,,,,,,,,1.00243035,0.574276608,2.598669689,1.037255593,0.819591766,-0.167533263,1.415465261,-1.21722075,-0.738829062,1.443364876,0.136730589,0.752236197,-2.939980321,1.802319485,-0.356467503,-0.73603238,-1.822617976,1.432524408,1.390614909,-0.76077309,,,,,,,,,,,,,,,,,,,,,-1.479391375,1.197597852,-0.829788187,-1.21249699,-0.425118501,0.839140241,-0.167077401,-0.244135611,2.163897622,3.797209007,3.848348276,5.623255159,-3.003702794,1.515650987,-2.132206791,-3.115607523,-0.220298068,-0.244801722,0.025257962,0.036907254,-2.259222973,2.068295737,-2.188491627,-3.197851636,0.475399923,-1.778618351,-0.396018097,-0.578666651,-1.751081942,-1.079586367,0.885394904,1.293750229,-1.402662385,2.109063007,-1.38552977,-2.024553619,-1.328959334,-4.295936418,2.673884807,3.907114289
265,9/14/22 14:02,9/14/22 14:10,0,100,456,1,9/14/22 14:10,18,4,45,5,56,2,14,6,24,4,40,3,34,3,50,2,41,2,13,5,60,3,32,5,66,4,29,4,39,4,40,3,45,4,19,4,30,4,40,2,3,2,4,2,2,4,4,4,4,2,4,2,3,3,2,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,,,,,,46,1,,,,,,,,,3,,1,-0.647316451,-0.523421786,0.521153126,-0.337350992,0,-1.134493552,0.268423293,-0.591244861,0,-0.591244861,0.139889638,-0.304524495,-0.158703892,-0.337350992,-0.2727829,0.338819533,0.176576859,0.521153126,-1.134493552,-0.222895846,-0.384502445,-1.211920621,-0.513398312,-0.793329861,-0.377680321,0.878631596,-1.198375849,-1.016386108,-0.647316451,-0.779597174,0.089736417,-1.565085083,-0.814989283,-0.607669758,-0.458625941,-1.558264924,-0.428154487,-1.031549633,,,,,,,,,,,,,,,,,,,,,0.268423293,-0.616672868,0.013941361,1.037255593,0.192725787,0.654177502,0.620231142,-0.5585146,0.275829516,0.729765281,-0.523421786,0.752236197,-0.738557254,1.067600856,0.377855553,0.948663956,0.436161254,0.167810002,0.726472704,0.129677231,,,,,,,,,,,,,,,,,,,,,-0.267559135,0.100439646,-0.098945094,-0.051565545,-0.116162867,-0.321380993,0.137453821,0.071634488,-0.200384651,0.007265584,-0.005360487,-0.002793635,-0.63159622,0.540568994,-1.257071442,-0.655126711,-0.413446337,0.34092665,-0.518978547,-0.270467292,-0.19682928,0.323235398,-0.234249097,-0.122079649,0.457901602,-0.29107163,-0.490728574,-0.25574473,-0.624537319,0.143749415,-0.330547431,-0.172265827,-0.529692797,0.380319457,-0.741723294,-0.386551413,0.046766414,-0.384901421,-0.066275482,-0.034539675
266,9/14/22 14:03,9/14/22 14:10,0,100,398,1,9/14/22 14:10,34,5,42,6,50,1,10,5,20,5,50,1,50,3,0,6,50,1,21,5,50,1,17,5,50,2,50,1,50,2,50,1,37,3,61,1,21,4,37,1,4,1,4,1,2,4,4,1,4,3,4,2,4,4,2,4,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,68,1,,,,,,,,,6,,,-1.253807608,-1.843726535,0.051123367,-0.064098866,0,-0.123327855,1.00243035,-0.006304935,,-0.006304935,0.051247614,-0.123627585,-0.006320258,-0.064098866,-0.094257508,2.311678356,0.11818078,0.051123367,-0.123327855,-0.42701454,-0.814978008,-1.452978536,-0.735194997,-0.150763866,0.660940562,-1.88779558,-0.346245131,-0.564740151,-1.253807608,-1.842997086,-0.909490716,0.087345295,-0.026222605,0.207657881,-0.963850241,0.243995319,-1.01644383,-1.239791469,,,,,,,,,,,,,,,,,,,,,1.00243035,0.574276608,-0.847634748,0.196016805,0.819591766,-0.989244028,0.620231142,2.076310001,-0.738829062,0.729765281,-1.843726535,0.752236197,-2.206172632,-1.136555032,-1.090790559,-0.73603238,-0.316765156,-1.729261607,0.726472704,-0.76077309,,,,,,,,,,,,,,,,,,,,,-0.037585643,0.04190029,-0.602559766,-0.030804884,-0.021830421,0.029358954,-0.245224462,-0.0125367,-0.04166442,-0.043333942,0.690803679,0.03531621,-0.074281154,0.010021039,-0.28480821,-0.014560355,-0.007707556,-0.050573485,0.149142254,0.007624654,0.033789507,0.031708304,0.409935919,0.020957304,-0.096510466,0.106147957,-3.919648843,-0.200385645,-0.017701217,-0.037771429,0.255815966,0.013078173,-0.028871418,0.037308058,-0.412127755,-0.021069358,-0.046496227,-0.112786972,2.006493527,0.102578704
267,9/14/22 13:40,9/14/22 14:10,0,100,1830,1,9/14/22 14:10,30,3,45,5,70,2,35,4,40,3,54,2,44,2,35,3,55,1,45,3,67,3,37,3,60,3,60,2,55,3,50,1,55,2,55,2,55,2,40,1,5,4,7,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,,,,,,27,1,,,,,,,,,5,,1,-0.222772642,-0.523421786,0.521153126,-0.116098659,0,-0.376119279,-0.465583765,-0.196015738,0,-0.196015738,-0.242640434,0.17511503,0.091261745,-0.116098659,-0.2727829,0.116604054,0.060768567,0.521153126,-0.376119279,-0.222895846,0.619940536,0.053633436,0.373788425,0.106262532,0.271457731,0.048703443,0.127160823,0.79019772,-0.222772642,-0.425130537,-0.284973758,0.874216904,0.332307703,0.207657881,0.172904432,-0.01347043,1.205982575,-1.031549633,,,,,,,,,,,,,,,,,,,,,-0.465583765,-0.616672868,0.013941361,-0.645221983,-0.434140193,-0.167533263,-0.175002978,0.10019155,-0.738829062,-0.697433908,-0.523421786,-0.549954194,-1.472364943,-0.401836402,-0.356467503,-0.73603238,-1.069691566,-1.096904404,-0.601811707,-0.76077309,,,,,,,,,,,,,,,,,,,,,0.194801006,-0.226253519,-0.162276579,-0.084570946,-0.116162867,-0.321380993,0.137453821,0.071634488,0.323083948,0.007265584,0.008642815,0.00450423,0.027951233,-0.336259453,-0.034605472,-0.01803475,0.055379051,-0.087310484,-0.017802509,-0.009277833,0.141471045,-0.091203349,-0.047505911,-0.024757854,0.025381951,0.05221514,0.004879673,0.002543057,0.06627026,-0.385043075,-0.093950111,-0.048962394,0.411814012,-0.363469861,-0.551110684,-0.287213056,-0.148514965,-0.767327592,0.41958537,0.218668227
268,9/14/22 14:01,9/14/22 14:10,0,100,533,1,9/14/22 14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,20,1,50,1,70,5,65,1,20,1,20,5,50,2,64,2,12,6,50,3,10,5,40,1,5,5,20,6,50,1,60,3,1,1,0,6,85,1,1,1,5,3,4,2,1,4,3,3,1,4,3,1,1,2,3,3,1,5,6,3,,1,,,,,63,1,,,,,,,,,5,,1,,,0.991182885,,,,,,,,,,,,,,,0.991182885,,,,,,,,,,,,,,,,,,,,,-0.130194706,-1.638999449,0.707894044,-0.258131378,1.517497086,-2.373285359,-0.999706843,1.052583499,0.031281478,-0.548610891,-0.419942963,-2.468410729,-0.698763876,-2.072976628,-1.493826272,-0.290565973,0.153564697,-2.732615939,-1.525541352,2.744731909,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,-1.316764736,0.413498356,-0.738448022,-0.683646225,0.163324222,-0.739942895,-0.873508889,1.154611594,-1.022744871,0.3989047,-0.5272441,1.662978269,1.333552595,-1.116450991,-0.012780555,-1.672539837,1.216841628,-2.06052019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,9/14/22 14:01,9/14/22 14:11,0,100,623,1,9/14/22 14:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,70,4,95,6,100,6,90,4,90,5,60,6,80,4,94,4,60,4,80,6,80,6,90,4,90,4,90,4,95,4,95,4,95,4,30,6,20,6,5,5,7,5,7,7,5,4,7,7,2,4,7,4,5,5,4,5,2,4,7,1,,1,,,,,63,1,,,,,,,,,2,,1,,,1.461212644,,,,,,,,,,,,,,,1.461212644,,,,,,,,,,,,,,,,,,,,,1.057952536,2.251311598,2.934218403,1.271720612,3.347027426,3.668878171,1.203919082,3.055536811,1.508729738,1.950409231,1.759028695,1.163394459,3.532409889,2.153142521,1.786607673,3.060159338,2.747693879,2.914607691,-0.280394609,-0.210597786,,,,,,,,,,,,,,,,,,,,,1.462337921,1.786963679,2.336960838,1.10718139,2.083587779,3.314056464,0.911690433,0.706846408,0.36800606,-0.224632606,1.193603426,1.136638091,2.470236245,0.94086465,0.054175574,1.325951296,0.771945551,0.148274808,1.216841628,1.067964965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,9/14/22 14:06,9/14/22 14:12,0,100,343,1,9/14/22 14:12,25,5,40,5,54,4,15,6,22,5,75,3,23,4,24,5,34,3,20,5,74,5,38,5,50,3,27,5,33,5,39,4,38,4,38,4,28,5,50,2,2,2,3,2,2,2,2,2,3,2,5,2,4,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,,,,,30,1,,,,,,,,,3,None,1,0.201771168,0.796882963,0.991182885,0.199992128,1,-0.69210856,1.00243035,-0.686006159,0,-0.686006159,0.993591806,-0.693790626,-0.687673394,0.199992128,0.789856755,0.160788006,0.15937032,0.991182885,-0.69210856,-0.563093669,-0.527994299,-1.151656142,-0.624296655,1.455651122,-1.091732178,-0.559910536,-1.861144184,-0.621195896,0.201771168,-0.354237209,-0.909490716,-1.722459405,-1.245225653,-0.689202522,-0.900697203,-0.742956719,-0.558885452,-0.33741018,,,,,,,,,,,,,,,,,,,,,1.00243035,-0.616672868,1.73709358,1.037255593,0.819591766,0.654177502,1.415465261,1.417603851,1.290488095,0.729765281,0.796882963,0.752236197,-1.472364943,1.802319485,1.112178609,1.791012124,0.436161254,0.167810002,1.390614909,0.129677231,,,,,,,,,,,,,,,,,,,,,-0.618792159,0.812365332,-0.511668398,-0.507156959,-0.558128807,-0.611235592,0.347244588,0.344182892,-0.523338913,1.721777426,-0.917175507,-0.909088665,-1.141501857,1.028109991,-1.194561774,-1.184029186,1.442816478,0.648409544,0.952254215,0.94385808,-1.08210625,1.402984941,-1.545308973,-1.531683806,-0.55497374,1.405104675,-0.793731332,-0.786732911,-1.844734262,1.279109713,-2.401784413,-2.380607603,-0.61571874,0.723330857,-0.453327198,-0.449330159,-0.901471632,-1.459382932,1.339102246,1.327295227
271,9/14/22 14:04,9/14/22 14:16,0,100,724,1,9/14/22 14:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,45,1,43,3,71,1,50,1,50,1,7,5,0,5,50,1,0,6,40,4,71,4,49,1,29,4,15,5,50,1,45,4,50,1,46,4,50,1,4,5,5,4,5,5,1,2,3,4,1,5,5,1,2,3,4,3,2,4,7,1,,1,,,,,60,1,,,,,,,,,2,,1,,,1.461212644,,,,,,,,,,,,,,,1.461212644,,,,,,,,,,,,,,,,,,,,,-0.546046241,0.306156075,0.361576922,-0.207136312,0.419778883,0.216213297,-1.715885268,-2.28567202,-0.658194377,-1.173365922,-1.14626685,0.696448077,0.062847402,-0.879719457,-1.728142983,-0.290565973,-0.958204953,0.21114957,0.383683654,1.153400535,,,,,,,,,,,,,,,,,,,,,-0.932692561,-0.829560245,0.144725494,-2.361233781,-0.738448022,-0.683646225,0.163324222,1.43024106,-1.494266363,1.154611594,-0.283962105,-0.338828691,-0.5272441,0.94086465,0.693864085,-1.116450991,0.771945551,-1.672539837,-0.295589059,-2.06052019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,9/14/22 13:46,9/14/22 14:18,0,100,1938,1,9/14/22 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,50,2,35,3,52,4,40,1,20,4,50,6,60,1,71,5,50,4,70,6,61,6,40,1,69,4,50,3,73,4,54,4,40,5,61,5,19,5,4,4,4,2,5,5,4,4,2,3,2,2,5,3,7,3,4,5,1,7,2,2,,1,,,,,62,,1,,,,,,,,2,"I may have answered differently on Mechanics, cause was thinking Mechanics was being used as a action word, not a person, Sorry.",0,,,-0.888936152,,,,,,,,,,,,,,,-0.888936152,,,,,,,,,,,,,,,,,,,,,-1.318341948,0.695187179,-0.034214076,-1.176042572,-0.312033253,-2.373285359,0.653012601,1.720234603,0.376019405,1.429780039,1.032704809,0.177618765,-0.698763876,1.109042496,-0.08792601,1.422026964,-0.291143163,-0.389618901,1.006257026,-0.256064397,,,,,,,,,,,,,,,,,,,,,1.462337921,0.042614396,0.144725494,-0.280184678,-0.738448022,2.314630792,0.911690433,-1.463337547,0.988763534,-0.224632606,1.193603426,1.136638091,-0.5272441,0.94086465,-0.585512936,1.325951296,0.771945551,0.755213024,0.460626284,0.442267934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
