DummyID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,DistributionChannel,UserLanguage,Ideology,PolParty,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PROLIFIC_PID,SlantProf,PolitProf,SlantPolice,PolitPolice,ProfCond,PoliceCond,ACProfPass,ACPolicePass,filter_$,TrustProf,TrustPolice,FundProf,AdviceProf,DeferProf,SupportProf,FundPolice,AdvicePolice,DeferPolice,SupportPolice
338,2/7/23 14:37,2/7/23 14:39,0,100,155,1,2/7/23 14:39,anonymous,EN,7,1,30,1, , , , , ,40,1, , , , , , , , ,2, , , , ,6,2, ,0, ,1,1, ,5, , , , ,5,4,4,4.333333333
339,2/7/23 14:37,2/7/23 14:40,0,100,168,1,2/7/23 14:40,anonymous,EN,5,1,60, ,1, , , , ,58,1, , , , , , , , ,5, , , , ,5,2, ,-1, ,1,1, ,5, , , , ,6,6,1,4.333333333
340,2/7/23 14:37,2/7/23 14:40,0,100,190,1,2/7/23 14:40,anonymous,EN,6,1,50, ,1, , , , ,75,1, , , , , , , , ,2, , ,2,5, , ,1, ,1, ,1,2, ,1,1,2,1.333333333, , , , 
341,2/7/23 14:39,2/7/23 14:40,0,100,110,1,2/7/23 14:40,anonymous,EN,2,2,76, ,1, , , , ,34,1, , , , , , , , ,5, , ,3,5, , ,0, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
342,2/7/23 14:38,2/7/23 14:41,0,100,145,1,2/7/23 14:41,anonymous,EN,5,1,40,1, , , , , ,40,1, , , , , , , , ,2, , ,2,5, , ,0, ,1, ,1,3, ,3,2,3,2.666666667, , , , 
343,2/7/23 14:39,2/7/23 14:41,0,100,98,1,2/7/23 14:41,anonymous,EN,5,1,28,1, , , , , ,35,1, , , , , , , , ,4, , , , ,6,3, ,1, ,1,1, ,4, , , , ,3,4,3,3.333333333
344,2/7/23 14:36,2/7/23 14:41,0,100,297,1,2/7/23 14:41,anonymous,EN,2,2,72, ,1, , , , ,55,1,1, , , , , , , ,5,n/a, ,2,3, , ,1, , , , ,4, ,5,4,4,4.333333333, , , , 
345,2/7/23 14:38,2/7/23 14:41,0,100,178,1,2/7/23 14:41,anonymous,EN,4,2,89, ,1, , , , ,67,1, , , , , , , , ,2, , ,2,3, , ,-1, ,1, ,1,5, ,4,5,3,4, , , , 
346,2/7/23 14:36,2/7/23 14:41,0,100,309,1,2/7/23 14:41,anonymous,EN,6,1,41, ,1, , , , ,68,1, , , , , , , , ,5, , ,2,5, , ,0, ,1, ,1,2, ,1,1,1,1, , , , 
347,2/7/23 14:40,2/7/23 14:42,0,100,135,1,2/7/23 14:42,anonymous,EN,2,4,50, ,1, , , , ,33,1, , , , , , , , ,3, , , , ,6,5, ,-1, ,1,1, ,1, , , , ,3,1,3,2.333333333
348,2/7/23 14:39,2/7/23 14:42,0,100,158,1,2/7/23 14:42,anonymous,EN,1,2,100,1, , , , , ,57, , ,1, , , , , , ,3, , ,2,3, , ,-1, , , , ,5, ,5,6,2,4.333333333, , , , 
349,2/7/23 14:40,2/7/23 14:42,0,100,117,1,2/7/23 14:42,anonymous,EN,6,1,68,1, , , , , ,29,1, , , , , , , , ,5, , ,2,5, , ,1, ,1, ,1,3, ,2,2,2,2, , , , 
350,2/7/23 14:40,2/7/23 14:42,0,100,122,1,2/7/23 14:42,anonymous,EN,7,1,50, ,1, , , , ,45,1, , , , , , , , ,5, , ,2,6, , ,0, ,1, ,1,1, ,1,1,3,1.666666667, , , , 
351,2/7/23 14:39,2/7/23 14:42,0,100,179,1,2/7/23 14:42,anonymous,EN,7,1,27,1, , , , , ,26, ,1,1, , , , , , ,5, , ,2,3, , ,1, , , , ,2, ,2,1,2,1.666666667, , , , 
352,2/7/23 14:38,2/7/23 14:42,0,100,278,1,2/7/23 14:42,anonymous,EN,1,2,50, , ,1, , , ,25,1, , , , , , , , ,1, , , , ,7,6, ,1, ,1,1, ,1, , , , ,1,1,1,1
353,2/7/23 14:40,2/7/23 14:42,0,100,144,1,2/7/23 14:42,anonymous,EN,2,2,50,1, , , , , ,21,1, , , , , , , , ,5,They were primarily clear, , , ,6,4, ,0, ,1,1, ,4, , , , ,4,5,4,4.333333333
354,2/7/23 14:41,2/7/23 14:42,0,100,115,1,2/7/23 14:42,anonymous,EN,2,3,40,1, , , , , ,24,1, , , , , , , , ,4, , ,2,4, , ,1, ,1, ,1,4, ,3,4,1,2.666666667, , , , 
355,2/7/23 14:38,2/7/23 14:43,0,100,264,1,2/7/23 14:43,anonymous,EN,2,2,62, ,1, , , , ,32,1,1, , , ,1, , , ,5,No comments and the instructions were clear., , , ,6,6, ,0, ,1,1, ,3, , , , ,4,3,4,3.666666667
356,2/7/23 14:25,2/7/23 14:43,0,100,1063,1,2/7/23 14:43,anonymous,EN,5,2,61,1, , , , , ,60, , ,1, , , , , , ,5, , , , ,5,3, ,1, ,1,1, ,5, , , , ,3,5,5,4.333333333
357,2/7/23 14:40,2/7/23 14:43,0,100,158,1,2/7/23 14:43,anonymous,EN,6,3,0,1, , , , , ,29,1, , , , , , , , ,3, , ,2,5, , ,-1, ,1, ,1,2, ,2,1,1,1.333333333, , , , 
358,2/7/23 14:41,2/7/23 14:43,0,100,127,1,2/7/23 14:43,anonymous,EN,6,1,37,1, , , , , ,32,1, , , , , , , , ,5, , , , ,6,2, ,-1, ,1,1, ,5, , , , ,3,4,4,3.666666667
359,2/7/23 14:38,2/7/23 14:43,0,100,317,1,2/7/23 14:43,anonymous,EN,1,2,62, ,1, , , , ,53,1, , , , , , , , ,4, , , , ,6,6, ,1, ,1,1, ,2, , , , ,1,2,1,1.333333333
360,2/7/23 14:42,2/7/23 14:43,0,100,84,1,2/7/23 14:43,anonymous,EN,3,2,34,1, , , , , ,31,1, , , , , , , , ,5, , ,2,3, , ,1, ,1, ,1,4, ,4,4,4,4, , , , 
361,2/7/23 14:42,2/7/23 14:43,0,100,100,1,2/7/23 14:43,anonymous,EN,6,1,0,1, , , , , ,22,1, , , , , , , , ,2, , , , ,6,2, ,0, ,1,1, ,4, , , , ,5,4,4,4.333333333
362,2/7/23 14:41,2/7/23 14:44,0,100,183,1,2/7/23 14:44,anonymous,EN,6,1,85, ,1, , , , ,56,1, , , , , , , , ,4,Everything was clear, , , ,6,4, ,1, ,1,1, ,5, , , , ,6,6,5,5.666666667
363,2/7/23 14:42,2/7/23 14:44,0,100,122,1,2/7/23 14:44,anonymous,EN,1,2,50, ,1, , , , ,35,1, , , , , , , , ,5, , ,2,2, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
364,2/7/23 14:42,2/7/23 14:44,0,100,96,1,2/7/23 14:44,anonymous,EN,5,1,0,1, , , , , ,23, , , ,1, , , , , ,3,N/A, ,2,6, , ,0, ,1, ,1,1, ,1,1,1,1, , , , 
365,2/7/23 14:42,2/7/23 14:44,0,100,128,1,2/7/23 14:44,anonymous,EN,7,1,46,1, , , , , ,44,1, , , , , , , , ,5, , , , ,6,3, ,0, ,1,1, ,5, , , , ,4,5,4,4.333333333
366,2/7/23 14:42,2/7/23 14:44,0,100,119,1,2/7/23 14:44,anonymous,EN,3,2,58,1, , , , , ,34,1, , , , , , , , ,6, , , , ,5,5, ,-1, ,1,1, ,5, , , , ,3,4,3,3.333333333
367,2/7/23 14:43,2/7/23 14:45,0,100,116,1,2/7/23 14:45,anonymous,EN,1,2,60,1, , , , , ,30,1, , ,1, , , , , ,6, , ,2,3, , ,-1, ,1, ,1,4, ,3,4,3,3.333333333, , , , 
368,2/7/23 14:41,2/7/23 14:45,0,100,260,1,2/7/23 14:45,anonymous,EN,1,2,44, ,1, , , , ,35,1, , , , , , , , ,5, , ,2,5, , ,0, ,1, ,1,3, ,5,5,4,4.666666667, , , , 
369,2/7/23 14:43,2/7/23 14:46,0,100,140,1,2/7/23 14:46,anonymous,EN,1,2,70,1, , , , , ,43,1, ,1, , , , , , ,6, , , , ,6,4, ,-1, ,1,1, ,2, , , , ,1,1,2,1.333333333
370,2/7/23 14:42,2/7/23 14:46,0,100,248,1,2/7/23 14:46,anonymous,EN,5,1,10,1, , , , , ,21,1, , , , , , , , ,2, , , , ,5,2, ,1, ,1,1, ,5, , , , ,4,5,4,4.333333333
371,2/7/23 14:42,2/7/23 14:46,0,100,243,1,2/7/23 14:46,anonymous,EN,5,3,21,1, , , , , ,28,1, , , , , , , , ,3,"Fun stuff, thank you.", ,2,4, , ,1, ,1, ,1,5, ,4,2,4,3.333333333, , , , 
372,2/7/23 14:43,2/7/23 14:46,0,100,164,1,2/7/23 14:46,anonymous,EN,7,1,50, ,1, , , , ,22,1, , , , , , , , ,2, , ,2,1, , ,0, ,1, ,1,4, ,4,4,4,4, , , , 
373,2/7/23 14:43,2/7/23 14:46,0,100,178,1,2/7/23 14:46,anonymous,EN,6,1,10, ,1, , , , ,69,1, , , , , , , , ,5,no, , , ,6,5, ,1, ,1,1, ,5, , , , ,5,5,4,4.666666667
374,2/7/23 14:41,2/7/23 14:46,0,100,316,1,2/7/23 14:46,anonymous,EN,6,1,0, ,1, , , , ,58,1, , , , , , , , ,3,Thank you for the survey. Have a great day!, ,2,3, , ,-1, ,1, ,1,3, ,2,2,5,3, , , , 
375,2/7/23 14:44,2/7/23 14:47,0,100,215,1,2/7/23 14:47,anonymous,EN,6,1,61, ,1, , , , ,61,1, , , , , , , , ,6, , , , ,6,2, ,-1, ,1,1, ,4, , , , ,4,4,2,3.333333333
376,2/7/23 14:45,2/7/23 14:47,0,100,157,1,2/7/23 14:47,anonymous,EN,6,2,65, ,1, , , , ,38, , , ,1, , , , , ,5, , ,2,5, , ,-1, , , , ,3, ,4,4,4,4, , , , 
377,2/7/23 14:46,2/7/23 14:47,0,100,109,1,2/7/23 14:48,anonymous,EN,3,2,40,1, , , , , ,27,1, , , , , , , , ,5, , ,2,3, , ,0, ,1, ,1,4, ,5,4,4,4.333333333, , , , 
378,2/7/23 14:46,2/7/23 14:48,0,100,123,1,2/7/23 14:48,anonymous,EN,1,4,100, ,1, , , , ,37,1, , , , , , , , ,3, , , , ,6,6, ,-1, , , , ,1, , , , ,1,1,1,1
379,2/7/23 14:46,2/7/23 14:48,0,100,157,1,2/7/23 14:48,anonymous,EN,2,2,55, ,1, , , , ,31,1, , , , , , , , ,3, , ,2,2, , ,-1, ,1, ,1,3, ,4,5,3,4, , , , 
380,2/7/23 14:47,2/7/23 14:48,0,100,100,1,2/7/23 14:48,anonymous,EN,1,2,68,1, , , , , ,34, , , ,1, , , , , ,6,Thank you for the fair pay!, ,2,3, , ,1, ,1, ,1,4, ,4,4,4,4, , , , 
381,2/7/23 14:43,2/7/23 14:48,0,100,309,1,2/7/23 14:49,anonymous,EN,6,1,10,1, , , , , ,49,1, , , , , , , , ,5,"It's probably more like 90/10, which doesn't include most of the administration.  That echo chamber of thought is fairly intense.", ,2,5, , ,1, , , , ,2, ,2,2,2,2, , , , 
382,2/7/23 14:46,2/7/23 14:49,0,100,134,1,2/7/23 14:49,anonymous,EN,7,1,19, ,1, , , , ,69,1, , , , , , , , ,3, , ,6,6, , ,1, ,1, ,1,1, ,1,1,1,1, , , , 
383,2/7/23 14:45,2/7/23 14:49,0,100,216,1,2/7/23 14:49,anonymous,EN,5,1,15,1, , , , , ,37,1, , , , , , , , ,6, , , , ,6,3, ,0, ,1,1, ,4, , , , ,3,5,3,3.666666667
384,2/7/23 14:47,2/7/23 14:49,0,100,114,1,2/7/23 14:49,anonymous,EN,3,3,71, ,1, , , , ,22,1, ,1, , , , , , ,5, , , , ,6,5, ,-1, ,1,1, ,3, , , , ,2,3,3,2.666666667
385,2/7/23 14:45,2/7/23 14:49,0,100,205,1,2/7/23 14:49,anonymous,EN,3,2,15,1, , , , , ,26, ,1, , , , , , , ,5,Very clear and easy to understand., ,2,4, , ,0, ,1, ,1,3, ,2,1,2,1.666666667, , , , 
386,2/7/23 14:47,2/7/23 14:49,0,100,125,1,2/7/23 14:49,anonymous,EN,5,1,0,1, , , , , ,41,1, , , , , , , , ,6, , , , ,5,1, ,0, ,1,1, ,5, , , , ,6,1,3,3.333333333
387,2/7/23 14:48,2/7/23 14:49,0,100,76,1,2/7/23 14:49,anonymous,EN,5,1,46,1, , , , , ,35,1, , , , , , , , ,4, , ,3,4, , ,0, ,1, ,1,4, ,4,4,4,4, , , , 
388,2/7/23 14:47,2/7/23 14:50,0,100,169,1,2/7/23 14:50,anonymous,EN,3,3,63, ,1, , , , ,18, , ,1, , , , , , ,3, , , , ,5,4, ,-1, ,1,1, ,2, , , , ,4,3,4,3.666666667
389,2/7/23 14:47,2/7/23 14:50,0,100,192,1,2/7/23 14:50,anonymous,EN,6,1,73,1, , , , , ,47,1, , , , , , , , ,2, , ,6,5, , ,1, ,1, ,1,4, ,5,4,5,4.666666667, , , , 
390,2/7/23 14:42,2/7/23 14:50,0,100,520,1,2/7/23 14:50,anonymous,EN,5,1,50, ,1, , , , ,32,1,1, , , , , , , ,6, , , , ,6,3, ,-1, ,1,1, ,4, , , , ,4,5,2,3.666666667
391,2/7/23 14:43,2/7/23 14:50,0,100,459,1,2/7/23 14:50,anonymous,EN,6,1,0, ,1, , , , ,52,1, , , , , , , , ,2, , , , ,5,5, ,0, ,1,1, ,5, , , , ,5,5,5,5
392,2/7/23 14:48,2/7/23 14:50,0,100,132,1,2/7/23 14:50,anonymous,EN,2,2,13, ,1, , , , ,23,1,1, , , , , , , ,5, , , , ,6,6, ,0, ,1,1, ,3, , , , ,2,3,3,2.666666667
393,2/7/23 14:49,2/7/23 14:50,0,100,83,1,2/7/23 14:50,anonymous,EN,1,2,86, ,1, , , , ,24,1, , , , , , , , ,5, , , , ,6,6, ,-1, ,1,1, ,1, , , , ,1,1,1,1
394,2/7/23 14:48,2/7/23 14:51,0,100,143,1,2/7/23 14:51,anonymous,EN,1,2,50,1, , , , , ,33,1, , , , , , , , ,3,"all clear, saw no typos or errors", , , ,6,6, ,1, ,1,1, ,2, , , , ,1,1,2,1.333333333
395,2/7/23 14:47,2/7/23 14:51,0,100,245,1,2/7/23 14:51,anonymous,EN,2,2,85, ,1, , , , ,27,1, , , , , , , , ,5, , , , ,6,5, ,1, ,1,1, ,2, , , , ,2,1,3,2
396,2/7/23 14:43,2/7/23 14:51,0,100,495,1,2/7/23 14:51,anonymous,EN,4,4,50,1, , , , , ,29,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,1, , , , ,1,1,1,1
397,2/7/23 14:49,2/7/23 14:51,0,100,167,1,2/7/23 14:51,anonymous,EN,2,2,24, , ,1, , , ,21, , ,1,1, , , , , ,3, , ,2,3, , ,0, ,1, ,1,5, ,4,4,4,4, , , , 
398,2/7/23 14:49,2/7/23 14:51,0,100,134,1,2/7/23 14:51,anonymous,EN,6,4,30,1, , , , , ,32,1, , , , , , , , ,5,Everything was clear., , , ,6,3, ,0, ,1,1, ,3, , , , ,3,2,2,2.333333333
399,2/7/23 14:50,2/7/23 14:52,0,100,80,1,2/7/23 14:52,anonymous,EN,7,1,50,1, , , , , ,27,1, , , , , , , , ,2, , , , ,7,4, ,0, ,1,1, ,6, , , , ,4,5,3,4
400,2/7/23 14:46,2/7/23 14:52,0,100,347,1,2/7/23 14:52,anonymous,EN,5,1,70,1, , , , , ,33, , ,1, , , , , , ,6, , , , ,5,5, ,1, ,1,1, ,4, , , , ,4,3,4,3.666666667
401,2/7/23 14:47,2/7/23 14:52,0,100,314,1,2/7/23 14:52,anonymous,EN,6,3,50, ,1, , , , ,35, , , ,1, , , , , ,2, , , , ,6,5, ,1, , , , ,4, , , , ,3,4,3,3.333333333
402,2/7/23 14:51,2/7/23 14:52,0,100,92,1,2/7/23 14:52,anonymous,EN,6,1,74, ,1, , , , ,35,1, , , , , , , , ,4, , ,2,3, , ,0, ,1, ,1,3, ,3,3,3,3, , , , 
403,2/7/23 14:50,2/7/23 14:53,0,100,179,1,2/7/23 14:53,anonymous,EN,4,3,64,1, , , , , ,60,1, , , , , , , , ,4, , ,2,3, , ,1, , , , ,4, ,4,3,3,3.333333333, , , , 
404,2/7/23 14:49,2/7/23 14:53,0,100,270,1,2/7/23 14:53,anonymous,EN,5,3,15,1, , , , , ,66,1, , , , , , , , ,5,Looked fine and thank you!, ,2,6, , ,1, ,1, ,1,1, ,1,1,1,1, , , , 
405,2/7/23 14:51,2/7/23 14:53,0,100,123,1,2/7/23 14:53,anonymous,EN,5,1,68,1, , , , , ,43,1, , , , , , , , ,2, , , , ,6,2, ,0, ,1,1, ,3, , , , ,3,2,3,2.666666667
406,2/7/23 14:51,2/7/23 14:53,0,100,149,1,2/7/23 14:53,anonymous,EN,4,1,50,1, , , , , ,52,1, , , , , , , , ,5,Thank you for the opportunity!, , , ,6,2, ,-1, ,1,1, ,4, , , , ,5,5,4,4.666666667
407,2/7/23 14:48,2/7/23 14:53,0,100,308,1,2/7/23 14:53,anonymous,EN,7,2,27, ,1, , , , ,46, , ,1, , , , , , ,2, , ,2,4, , ,0, ,1, ,1,5, ,4,3,3,3.333333333, , , , 
408,2/7/23 14:50,2/7/23 14:53,0,100,214,1,2/7/23 14:53,anonymous,EN,7,3,76,1, , , , , ,56,1, , , , , , , , ,4, , ,2,6, , ,1, ,1, ,1,1, ,1,1,2,1.333333333, , , , 
409,2/7/23 14:50,2/7/23 14:54,0,100,232,1,2/7/23 14:54,anonymous,EN,2,2,50, ,1, , , , ,37,1, , , , , , , , ,2, , , , ,7,5, ,-1, ,1,1, ,3, , , , ,3,4,3,3.333333333
410,2/7/23 14:52,2/7/23 14:54,0,100,128,1,2/7/23 14:54,anonymous,EN,5,1,65,1, , , , , ,34, ,1, , , , , , , ,4, , , , ,5,4, ,1, ,1,1, ,3, , , , ,3,4,4,3.666666667
411,2/7/23 14:52,2/7/23 14:54,0,100,114,1,2/7/23 14:54,anonymous,EN,2,2,60, ,1, , , , ,24,1, , , , , , , , ,5, , ,2,2, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
412,2/7/23 14:52,2/7/23 14:54,0,100,136,1,2/7/23 14:54,anonymous,EN,7,1,0, ,1, , , , ,30, , , , , , , , ,1,3, , , , ,5,1, ,1, ,1,1, ,5, , , , ,6,4,5,5
413,2/7/23 14:48,2/7/23 14:54,0,100,335,1,2/7/23 14:54,anonymous,EN,1,2,55, ,1, , , , ,20, ,1, , , , , , , ,3, , ,2,2, , ,-1, ,1, ,1,4, ,5,6,5,5.333333333, , , , 
414,2/7/23 14:44,2/7/23 14:54,0,100,631,1,2/7/23 14:54,anonymous,EN,1,3,50, ,1, , , , ,26, ,1, , , , , , , ,3, , , , ,6,6, ,1, ,1,1, ,1, , , , ,2,2,4,2.666666667
415,2/7/23 14:50,2/7/23 14:54,0,100,220,1,2/7/23 14:54,anonymous,EN,5,2,40,1, , , , , ,42, , , ,1, , , , , ,3, , , , ,6,2, ,0, ,1,1, ,3, , , , ,4,4,4,4
416,2/7/23 14:49,2/7/23 14:54,0,100,294,1,2/7/23 14:54,anonymous,EN,3,2,50, ,1, , , , ,28, , , ,1, , , , , ,2, , , , ,6,4, ,1, ,1,1, ,3, , , , ,3,4,4,3.666666667
417,2/7/23 14:51,2/7/23 14:54,0,100,186,1,2/7/23 14:54,anonymous,EN,2,2,20,1, , , , , ,38,1, , , , , , , , ,6, , , , ,6,3, ,1, ,1,1, ,4, , , , ,3,3,3,3
418,2/7/23 14:52,2/7/23 14:54,0,100,168,1,2/7/23 14:54,anonymous,EN,6,1,50, ,1, , , , ,42,1, , , , , , , , ,5, , , , ,6,4, ,-1, ,1,1, ,4, , , , ,5,4,4,4.333333333
419,2/7/23 14:53,2/7/23 14:55,0,100,122,1,2/7/23 14:55,anonymous,EN,5,1,38, ,1, , , , ,36, , , ,1, , , , , ,6, , ,2,4, , ,1, ,1, ,1,3, ,3,2,4,3, , , , 
420,2/7/23 14:47,2/7/23 14:55,0,100,477,1,2/7/23 14:55,anonymous,EN,2,2,40, ,1, , , , ,22, , ,1, , , , , , ,3, , ,4,3, , ,-1, ,1, ,1,3, ,4,4,3,3.666666667, , , , 
421,2/7/23 14:54,2/7/23 14:55,0,100,71,1,2/7/23 14:55,anonymous,EN,6,3,40,1, , , , , ,33,1, , , , , , , , ,5, , ,2,4, , ,-1, ,1, ,1,2, ,2,2,3,2.333333333, , , , 
422,2/7/23 14:50,2/7/23 14:55,0,100,301,1,2/7/23 14:55,anonymous,EN,2,2,50, ,1, , , , ,31,1, , , , , , , , ,5, , ,2,4, , ,0, ,1, ,1,4, ,4,4,4,4, , , , 
423,2/7/23 14:52,2/7/23 14:55,0,100,182,1,2/7/23 14:55,anonymous,EN,4,3,11,1, , , , , ,36,1, , , , , , , , ,5, , ,2,4, , ,0, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
424,2/7/23 14:51,2/7/23 14:55,0,100,242,1,2/7/23 14:55,anonymous,EN,4,3,43, ,1, , , , ,36,1, , , , , , , , ,5, , , , ,6,3, ,-1, ,1,1, ,4, , , , ,4,5,3,4
425,2/7/23 14:53,2/7/23 14:55,0,100,153,1,2/7/23 14:55,anonymous,EN,7,1,0,1, , , , , ,26,1, , , , , , , , ,2, , ,2,6, , ,-1, ,1, ,1,1, ,1,1,1,1, , , , 
426,2/7/23 14:52,2/7/23 14:56,0,100,196,1,2/7/23 14:56,anonymous,EN,7,1,50, ,1, , , , ,70,1, , , , , , , , ,5,No comments thank you, ,1,6, , ,0, ,1, ,1,1, ,1,1,1,1, , , , 
427,2/7/23 14:53,2/7/23 14:56,0,100,122,1,2/7/23 14:56,anonymous,EN,2,2,67, ,1, , , , ,30,1, , , , , , , , ,6, , , , ,6,5, ,1, ,1,1, ,2, , , , ,1,3,3,2.333333333
428,2/7/23 14:52,2/7/23 14:56,0,100,233,1,2/7/23 14:56,anonymous,EN,5,2,45,1, , , , , ,37,1, , , , , , , , ,5, , ,2,5, , ,1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
429,2/7/23 14:52,2/7/23 14:56,0,100,236,1,2/7/23 14:56,anonymous,EN,7,1,57,1, , , , , ,56,1, , , , , , , , ,3, , , , ,6,1, ,0, ,1,1, ,6, , , , ,5,6,6,5.666666667
430,2/7/23 14:54,2/7/23 14:56,0,100,131,1,2/7/23 14:56,anonymous,EN,1,3,51,1, , , , , ,38,1, , , , , , , , ,3, , ,2,3, , ,1, ,1, ,1,5, ,6,5,4,5, , , , 
431,2/7/23 14:54,2/7/23 14:56,0,100,155,1,2/7/23 14:56,anonymous,EN,7,1,50,1, , , , , ,48,1, , , , , , , , ,2,thanks, ,2,5, , ,0, ,1, ,1,2, ,1,1,1,1, , , , 
432,2/7/23 14:53,2/7/23 14:56,0,100,187,1,2/7/23 14:56,anonymous,EN,6,1,50, ,1, , , , ,41, , , ,1, , , , , ,4, , , , ,6,4, ,0, ,1,1, ,3, , , , ,4,4,4,4
433,2/7/23 14:53,2/7/23 14:56,0,100,187,1,2/7/23 14:56,anonymous,EN,7,3,0, ,1, , , , ,33,1, , , , , , , , ,4,"The instructions were clear, but some were hard to answer. Of course cops should have political beliefs because at the end of the day, they're humans. However, I'd hope their beliefs never get in the way of their job.", , , ,6,1, ,-1, , , , ,3, , , , ,4,5,5,4.666666667
434,2/7/23 14:54,2/7/23 14:57,0,100,185,1,2/7/23 14:57,anonymous,EN,7,1,0,1, , , , , ,31,1, , , , , , , , ,3, , ,2,6, , ,-1, ,1, ,1,2, ,2,1,1,1.333333333, , , , 
435,2/7/23 14:54,2/7/23 14:57,0,100,186,1,2/7/23 14:57,anonymous,EN,2,3,49, ,1, , , , ,43, , , , ,1, , , , ,3,Nope, , , ,6,6, ,-1, ,1,1, ,1, , , , ,2,2,3,2.333333333
436,2/7/23 14:53,2/7/23 14:57,0,100,259,1,2/7/23 14:57,anonymous,EN,5,1,30,1, , , , , ,55,1, , , , , , , , ,6, , , , ,6,2, ,1, , , , ,5, , , , ,5,5,3,4.333333333
437,2/7/23 14:54,2/7/23 14:57,0,100,175,1,2/7/23 14:57,anonymous,EN,7,1,50, ,1, , , , ,46,1, , , , , , , , ,6,"Without the police, our society would become complete anarchy and chaos. Thanks for letting me participate.", , , ,6,5, ,1, ,1,1, ,6, , , , ,6,6,5,5.666666667
438,2/7/23 14:55,2/7/23 14:57,0,100,121,1,2/7/23 14:57,anonymous,EN,7,4,51, ,1, , , , ,58,1, , , , , , , , , , , ,3,3, , ,0, ,1, ,1,1, ,2,2,1,1.666666667, , , , 
439,2/7/23 14:54,2/7/23 14:57,0,100,180,1,2/7/23 14:57,anonymous,EN,5,1,10,1, , , , , ,50,1, , , ,1, , , , ,2,Have a good day., , , ,4,1, ,0, ,1,1, ,3, , , , ,4,1,4,3
440,2/7/23 14:56,2/7/23 14:57,0,100,114,1,2/7/23 14:57,anonymous,EN,1,2,65,1, , , , , ,41,1, , , , , , , , ,4, , ,2,4, , ,0, ,1, ,1,5, ,6,5,4,5, , , , 
441,2/7/23 14:56,2/7/23 14:58,0,100,121,1,2/7/23 14:58,anonymous,EN,5,3,50, ,1, , , , ,24,1, , , , , , , , ,5, , ,2,4, , ,-1, ,1, ,1,4, ,3,3,3,3, , , , 
442,2/7/23 14:42,2/7/23 14:58,0,100,977,1,2/7/23 14:58,anonymous,EN,5,1,40,1, , , , , ,39, ,1, , , , , , , ,5, , ,2,5, , ,-1, ,1, ,1,2, ,2,2,2,2, , , , 
443,2/7/23 14:54,2/7/23 14:58,0,100,217,1,2/7/23 14:58,anonymous,EN,7,1,0, ,1, , , , ,68,1, , , , , , , , ,3, , , , ,6,4, ,1, ,1,1, ,5, , , , ,6,6,5,5.666666667
444,2/7/23 14:55,2/7/23 14:58,0,100,218,1,2/7/23 14:58,anonymous,EN,3,3,29,1, , , , , ,29,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,3, , , , ,6,2,2,3.333333333
445,2/7/23 14:56,2/7/23 14:58,0,100,117,1,2/7/23 14:58,anonymous,EN,1,2,60, ,1, , , , ,38,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,1, , , , ,2,2,1,1.666666667
446,2/7/23 14:57,2/7/23 14:58,0,100,101,1,2/7/23 14:58,anonymous,EN,3,2,90, ,1, , , , ,28, , , ,1, , , , , ,5, , , , ,6,4, ,0, ,1,1, ,3, , , , ,2,4,3,3
447,2/7/23 14:52,2/7/23 14:58,0,100,413,1,2/7/23 14:58,anonymous,EN,5,3,20,1, , , , , ,24,1,1, , , , , , , ,1, , ,2,6, , ,-1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
448,2/7/23 14:57,2/7/23 14:58,0,100,99,1,2/7/23 14:58,anonymous,EN,1,2,75, ,1, , , , ,29,1, ,1, , , , , , ,5, , ,2,4, , ,1, ,1, ,1,5, ,6,5,4,5, , , , 
449,2/7/23 14:57,2/7/23 14:59,0,100,94,1,2/7/23 14:59,anonymous,EN,2,3,75, ,1, , , , ,24, , ,1, , , , , , ,5, , , , ,6,6, ,1, ,1,1, ,2, , , , ,1,1,2,1.333333333
450,2/7/23 14:56,2/7/23 14:59,0,100,155,1,2/7/23 14:59,anonymous,EN,5,1,40, ,1, , , , ,59,1, , , , , , , , ,6, , , , ,6,4, ,-1, ,1,1, ,2, , , , ,4,4,4,4
451,2/7/23 14:55,2/7/23 14:59,0,100,226,1,2/7/23 14:59,anonymous,EN,5,1,40, ,1, , , , ,20,1, , , , , , , , ,3,no, ,2,4, , ,1, ,1, ,1,3, ,3,3,3,3, , , , 
