DummyID,Rang_ControlT_First_Click,Rang_ControlT_Last_Click,Rang_ControlT_Page_Submit,Rang_ControlT_Click_Count,Polit_Rang,Trust_Rang,Fund_Rang,Advice_Rang,Defer_Rang,Range_TrumpT_First_Click,Range_TrumpT_Last_Click,Range_TrumpT_Page_Submit,Range_TrumpT_Click_Count,Polit_Rang.0,Trust_Rang.0,Fund_Rang.0,Advice_Rang.0,Defer_Rang.0,Rang_BidenT_First_Click,Rang_BidenT_Last_Click,Rang_BidenT_Page_Submit,Rang_BidenT_Click_Count,Polit_Rang.1,Trust_Rang.1,Fund_Rang.1,Advice_Rang.1,Defer_Rang.1,PolitAllRang,TrustAllRang,FundAllRang,AdviceAllRang,DeferALlRang,Donate,Ideology,PolParty,Vote,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PolitRang,RangContCond,RangBidenCond,RangTrumpCond,RangCond,TrustRang,AdviceRang,DeferRang,FundRang,SupportRang,SupportAllRang,TrumpDummy,BidenDummy,TrumpxIdeo,BidenxIdeo,ZIdeology,Ideo_2,Condition
68,1.709,99.475,100.249,35,2,5,5,5,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,5,4,2,4,2,3,72,NA,1,NA,NA,NA,,25,NA,NA,NA,NA,NA,NA,NA,NA,1,5,,2,2,0,0,0,5,5,3,5,4.333333333,4.666666667,0,0,0,0,0.461413799,0,Control
69,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.959,44.556,65.302,2,2,3,3,5,5,2,5,4,5,5,2,7,1,1,27,NA,1,NA,NA,NA,,50,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,2,0,-1,0,-1,3,5,5,3,4.333333333,4.666666667,0,1,0,2.22212252,2.22212252,3,Biden
70,2.697,93.245,94.984,35,3,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,5,4,2,2,3,2,50,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,3,I have no additional comments. The instructions were clear and easy to follow.,3,2,0,0,0,5,5,4,5,4.666666667,4.666666667,0,0,0,0,-0.712392015,-2,Control
71,NA,NA,NA,NA,0,0,0,0,0,9.602,51.556,52.255,25,4,2,3,1,3,NA,NA,NA,NA,0,0,0,0,0,3,4,5,4,3,1,2,4,2,46,NA,1,NA,NA,NA,,24,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,0,1,1,2,1,3,3,2.333333333,4,1,0,-0.712392015,0,-0.712392015,-2,Trump
72,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,80.458,109.859,117.135,5,4,3,4,4,4,3,3,4,4,4,1,1,2,2,75,1,NA,NA,NA,NA,,25,NA,NA,1,NA,NA,NA,NA,NA,NA,2,,4,0,-1,0,-1,3,4,4,4,4,4,0,1,0,-1.299294923,-1.299294923,-3,Biden
73,NA,NA,NA,NA,0,0,0,0,0,109.673,153.49,154.888,6,3,6,4,4,4,NA,NA,NA,NA,0,0,0,0,0,2,6,4,5,4,1,7,1,1,50,1,NA,NA,NA,NA,,52,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,3,0,0,1,1,6,4,4,4,4,4.333333333,1,0,2.22212252,0,2.22212252,3,Trump
74,11.384,84.673,85.607,20,3,4,4,3,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,3,5,4,4,3,3,2,2,35,1,NA,NA,NA,NA,,26,1,NA,NA,NA,NA,NA,NA,NA,NA,3,no,3,2,0,0,0,4,3,3,4,3.333333333,4.333333333,0,0,0,0,-0.125489108,-1,Control
75,31.346,57.698,58.208,14,3,5,4,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,6,5,1,3,2,2,90,1,NA,NA,NA,NA,,29,NA,NA,NA,1,NA,NA,NA,NA,NA,4,,3,2,0,0,0,5,6,5,4,5,5,0,0,0,0,-0.125489108,-1,Control
76,27.05,56.899,57.524,7,1,5,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,5,5,1,3,2,2,50,1,NA,NA,NA,NA,,29,NA,1,NA,NA,NA,NA,NA,NA,NA,6,,1,2,0,0,0,5,6,5,5,5.333333333,5,0,0,0,0,-0.125489108,-1,Control
77,142.394,507.076,508.893,9,4,5,2,4,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,4,3,4,3,2,4,1,3,50,1,NA,NA,NA,NA,,47,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,2,0,0,0,5,4,3,2,3,3.333333333,0,0,0,0,0.461413799,0,Control
78,NA,NA,NA,NA,0,0,0,0,0,14.5,62.972,64.308,5,3,4,4,5,3,NA,NA,NA,NA,0,0,0,0,0,4,3,4,4,3,1,6,4,2,76,1,NA,NA,NA,NA,,65,NA,NA,1,NA,NA,NA,NA,NA,NA,3,None,3,0,0,1,1,4,5,3,4,4,3.666666667,1,0,1.635219613,0,1.635219613,2,Trump
79,43.63,60.439,63.302,5,4,4,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,4,4,5,4,2,4,2,2,50,1,NA,NA,NA,NA,,40,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,4,2,0,0,0,4,5,4,5,4.666666667,4.333333333,0,0,0,0,0.461413799,0,Control
80,5.454,60.71,61.353,10,4,4,3,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,3,3,4,5,1,4,3,3,38,1,NA,NA,NA,NA,,56,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,4,2,0,0,0,4,4,5,3,4,4,0,0,0,0,0.461413799,0,Control
81,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.529,38.136,40.615,23,3,4,4,4,4,2,5,5,5,5,2,3,3,3,81,1,NA,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,3,0,-1,0,-1,4,4,4,4,4,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
82,5.443,150.217,152.972,51,1,5,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,6,5,1,2,2,2,25,1,NA,NA,NA,NA,,24,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,5,5,4,4,4.333333333,5,0,0,0,0,-0.712392015,-2,Control
83,NA,NA,NA,NA,0,0,0,0,0,2.302,66.526,68.411,26,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,5,1,1,1,1,3,1,2,3,50,NA,1,NA,NA,NA,,23,NA,NA,1,NA,NA,NA,NA,NA,NA,4,,6,0,0,1,1,1,1,1,1,1,1,1,0,-1.299294923,0,-1.299294923,-3,Trump
84,NA,NA,NA,NA,0,0,0,0,0,99.736,125.376,126.393,6,3,3,4,3,4,NA,NA,NA,NA,0,0,0,0,0,2,3,4,3,3,2,5,3,1,0,1,NA,NA,NA,NA,,46,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,0,1,1,3,3,4,4,3.666666667,3.333333333,1,0,1.048316706,0,1.048316706,1,Trump
85,8.05,16.49,19.437,6,1,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,5,5,2,3,2,2,85,NA,1,NA,NA,NA,,21,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,2,0,0,0,5,5,5,5,5,5,0,0,0,0,-0.125489108,-1,Control
86,9.339,80.778,83.003,17,3,4,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,5,4,2,5,1,1,5,1,NA,NA,NA,NA,,30,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,3,2,0,0,0,4,5,4,4,4.333333333,4.333333333,0,0,0,0,1.048316706,1,Control
87,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,125.151,178.43,179.504,8,2,5,6,5,4,1,5,6,5,4,2,3,3,2,50,NA,1,NA,NA,NA,,60,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,2,0,-1,0,-1,5,5,4,6,5,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
88,29.724,105.535,108.044,6,1,5,5,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,5,5,1,4,3,3,50,1,NA,NA,NA,NA,,23,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,5,4,5,5,4.666666667,5,0,0,0,0,0.461413799,0,Control
89,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,8.324,111.733,114.033,24,6,3,4,4,3,6,6,5,5,5,3,3,2,2,90,1,NA,NA,NA,NA,,43,NA,NA,1,NA,NA,NA,NA,NA,NA,4,,6,0,-1,0,-1,3,4,3,4,3.666666667,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
90,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,27.159,99.219,100.324,24,5,3,4,4,4,3,3,4,4,4,2,2,3,3,28,NA,1,NA,NA,NA,,35,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,5,0,-1,0,-1,3,4,4,4,4,4,0,1,0,-0.712392015,-0.712392015,-2,Biden
91,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,75.331,221.708,226.104,27,4,6,5,6,4,4,6,5,6,4,2,2,2,2,80,1,NA,NA,NA,NA,,60,1,NA,NA,NA,NA,NA,NA,NA,NA,5,"Traditionally, I would think a park rangers association would be apolitical. However, these times are extraordinary, and I believe former President Donald Trump is a clear and present danger to our democracy. In this situation I can understand a group like the park rangers taking a stand if they believe the very foundation of our democracy is being challenged. But too much of one party control can bring dangerous results. The moves by Republicans to control so much of our lives and government--while supporting a candidate with authoritarian leanings--could bring the end of our government and way of life, some political observers are saying. I certainly hope not, but when former President Trump tries to overturn an election, ile suggesting we should just suspend the US Constitution, then we may be in big trouble.
Thanks for listening, and good luck with your research.",4,0,-1,0,-1,6,6,4,5,5,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
92,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.095,67.515,68.901,9,5,4,4,4,4,5,4,4,4,4,2,4,2,2,63,1,NA,NA,NA,NA,,35,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,-1,0,-1,4,4,4,4,4,4,0,1,0,0.461413799,0.461413799,0,Biden
93,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,48.812,74.624,76.127,6,5,4,6,5,3,5,4,6,6,3,2,3,2,2,37,NA,1,NA,NA,NA,,22,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,4,5,3,6,4.666666667,5,0,1,0,-0.125489108,-0.125489108,-1,Biden
94,82.027,102.248,102.875,7,2,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,5,5,5,2,3,3,3,20,1,NA,NA,NA,NA,,25,NA,1,NA,NA,NA,NA,NA,NA,NA,5,,2,2,0,0,0,5,5,5,5,5,5,0,0,0,0,-0.125489108,-1,Control
95,145.486,221.757,223.241,5,5,5,6,6,6,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,6,6,6,1,4,4,1,50,NA,1,NA,NA,NA,,70,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"The instructions were clear to me.  I'm sure you would find it surprising that I voted for Trump in 2020, I didn't vote for him in 2016 but I researched the work he had done for the country and changed my mind about him.  I didn't like his ""tweets"", and I know there is always room for improvement when it comes to an individual's personality, however, the work matters.  I've worked with obnoxious people who did their job well and on time...some things should be overlooked.  If he had become President for another term, I would write to him about the importance of our public lands, especially the National Parks, and encourage him to give more funding.  I truly think he had that in his plan for the future.",5,2,0,0,0,5,6,6,6,6,6,0,0,0,0,0.461413799,0,Control
96,NA,NA,NA,NA,0,0,0,0,0,4.704,111.638,112.544,31,3,3,3,4,3,NA,NA,NA,NA,0,0,0,0,0,2,5,4,4,4,1,5,1,1,50,1,NA,NA,NA,NA,,51,NA,1,NA,NA,NA,NA,NA,NA,NA,5,,3,0,0,1,1,3,4,3,3,3.333333333,4,1,0,1.048316706,0,1.048316706,1,Trump
97,NA,NA,NA,NA,0,0,0,0,0,147.183,185.855,187.772,6,4,4,5,5,6,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,6,2,6,1,2,81,1,NA,NA,NA,NA,,66,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,4,0,0,1,1,4,5,6,5,5.333333333,5.333333333,1,0,1.635219613,0,1.635219613,2,Trump
98,NA,NA,NA,NA,0,0,0,0,0,25.829,111.982,113.226,14,3,4,4,4,3,NA,NA,NA,NA,0,0,0,0,0,2,4,4,3,4,1,3,3,1,43,1,NA,NA,NA,NA,,39,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"None, thanks",3,0,0,1,1,4,4,3,4,3.666666667,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
99,32.12,71.341,72.51,18,4,4,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5,5,6,5,5,2,7,2,1,68,NA,1,NA,NA,NA,,49,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,4,2,0,0,0,4,6,5,5,5.333333333,5.333333333,0,0,0,0,2.22212252,3,Control
100,109.368,141.395,142.486,9,3,4,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,5,4,4,2,6,1,1,33,1,NA,NA,NA,NA,,32,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,3,2,0,0,0,4,4,4,5,4.333333333,4.333333333,0,0,0,0,1.635219613,2,Control
101,12.425,28.754,29.66,9,2,3,3,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,3,4,4,1,3,2,2,64,NA,1,NA,NA,NA,,33,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,2,2,0,0,0,3,4,4,3,3.666666667,3.666666667,0,0,0,0,-0.125489108,-1,Control
102,NA,NA,NA,NA,0,0,0,0,0,13.726,68.736,70.647,6,3,4,3,2,2,NA,NA,NA,NA,0,0,0,0,0,2,4,3,5,2,1,2,2,2,44,NA,1,NA,NA,NA,,29,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,0,1,1,4,2,2,3,2.333333333,3.333333333,1,0,-0.712392015,0,-0.712392015,-2,Trump
103,NA,NA,NA,NA,0,0,0,0,0,12.455,218.9,220.205,26,5,4,5,2,4,NA,NA,NA,NA,0,0,0,0,0,5,4,5,2,4,1,1,2,2,78,NA,1,NA,NA,NA,,65,1,NA,NA,NA,NA,NA,NA,NA,NA,5,This survey was very well done. Great job! Interesting premise with thought-provoking questions.,5,0,0,1,1,4,2,4,5,3.666666667,3.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
104,4.605,56.691,59.753,7,1,4,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,4,4,1,6,4,1,10,1,NA,NA,NA,NA,,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,0,0,0,4,4,4,5,4.333333333,4.333333333,0,0,0,0,1.635219613,2,Control
105,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,80.963,106.478,107.72,5,4,4,4,5,4,4,5,5,5,4,1,2,2,2,50,NA,1,NA,NA,NA,,29,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,4,5,4,4,4.333333333,4.666666667,0,1,0,-0.712392015,-0.712392015,-2,Biden
106,NA,NA,NA,NA,0,0,0,0,0,27.777,44.216,45.078,5,5,5,4,4,4,NA,NA,NA,NA,0,0,0,0,0,2,5,4,4,4,2,5,1,1,0,1,NA,NA,NA,NA,,68,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,5,0,0,1,1,5,4,4,4,4,4,1,0,1.048316706,0,1.048316706,1,Trump
107,54.266,140.207,141.266,14,2,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,6,5,5,5,2,3,2,2,57,1,NA,NA,NA,NA,,37,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,2,0,0,0,5,5,5,5,5,5,0,0,0,0,-0.125489108,-1,Control
108,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,45.992,69.519,70.944,5,5,4,4,4,4,2,4,4,5,4,1,4,2,2,45,NA,1,NA,NA,NA,,22,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,-1,0,-1,4,4,4,4,4,4.333333333,0,1,0,0.461413799,0.461413799,0,Biden
109,NA,NA,NA,NA,0,0,0,0,0,128.575,354.332,356.103,14,2,4,2,1,3,NA,NA,NA,NA,0,0,0,0,0,1,4,3,1,3,3,4,3,3,0,NA,1,NA,NA,NA,,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,Instructions were clear and understandable.,2,0,0,1,1,4,1,3,2,2,2.333333333,1,0,0.461413799,0,0.461413799,0,Trump
110,NA,NA,NA,NA,0,0,0,0,0,309.698,339.697,340.641,5,4,4,3,3,3,NA,NA,NA,NA,0,0,0,0,0,4,5,4,4,3,1,3,2,2,62,NA,1,NA,NA,NA,,74,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,0,1,1,4,3,3,3,3,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
111,NA,NA,NA,NA,0,0,0,0,0,35.383,61.484,62.171,5,5,4,4,2,3,NA,NA,NA,NA,0,0,0,0,0,5,4,4,2,3,1,3,2,2,50,1,NA,NA,NA,NA,,30,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,5,0,0,1,1,4,2,3,4,3,3,1,0,-0.125489108,0,-0.125489108,-1,Trump
112,NA,NA,NA,NA,0,0,0,0,0,49.021,97.431,98.356,17,5,2,2,2,3,NA,NA,NA,NA,0,0,0,0,0,4,4,4,3,4,1,3,2,2,15,NA,1,NA,NA,NA,,50,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,5,0,0,1,1,2,2,3,2,2.333333333,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
113,32.038,71.573,72.241,7,1,6,6,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,6,5,5,2,1,2,3,50,NA,1,NA,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,1,2,0,0,0,6,6,5,6,5.666666667,5.333333333,0,0,0,0,-1.299294923,-3,Control
114,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,40.423,56.815,58.447,8,6,4,5,5,4,4,4,5,4,4,2,1,3,2,70,1,NA,NA,NA,NA,,31,NA,NA,NA,1,NA,NA,NA,NA,NA,4,,6,0,-1,0,-1,4,5,4,5,4.666666667,4.333333333,0,1,0,-1.299294923,-1.299294923,-3,Biden
115,42.34,65.789,69.466,5,4,5,5,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,4,4,4,2,4,3,3,30,NA,1,NA,NA,NA,,31,1,NA,1,NA,NA,NA,NA,NA,NA,4,,4,2,0,0,0,5,4,4,5,4.333333333,4,0,0,0,0,0.461413799,0,Control
116,22.313,42.09,43.144,8,3,5,5,5,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,5,6,5,1,1,3,2,60,NA,1,NA,NA,NA,,22,NA,1,NA,NA,NA,NA,NA,NA,NA,2,,3,2,0,0,0,5,5,3,5,4.333333333,5.333333333,0,0,0,0,-1.299294923,-3,Control
117,0.811,84.729,85.332,54,1,5,4,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,4,6,5,1,1,2,2,50,1,NA,NA,NA,NA,,24,NA,NA,1,NA,NA,NA,NA,NA,NA,3,None,1,2,0,0,0,5,6,5,4,5,5,0,0,0,0,-1.299294923,-3,Control
118,NA,NA,NA,NA,0,0,0,0,0,0.79,20.903,21.478,23,3,2,3,3,2,NA,NA,NA,NA,0,0,0,0,0,3,5,5,4,4,1,2,2,2,77,NA,1,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,0,1,1,2,3,2,3,2.666666667,4.333333333,1,0,-0.712392015,0,-0.712392015,-2,Trump
119,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3.268,105.912,106.825,54,6,3,2,2,2,5,3,2,2,2,1,5,3,3,0,1,NA,NA,NA,NA,,68,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,6,0,-1,0,-1,3,2,2,2,2,2,0,1,0,1.048316706,1.048316706,1,Biden
120,NA,NA,NA,NA,0,0,0,0,0,3.11,122.991,124.121,17,5,4,4,5,3,NA,NA,NA,NA,0,0,0,0,0,5,5,4,5,3,1,3,2,3,60,NA,1,NA,NA,NA,,24,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,5,0,0,1,1,4,5,3,4,4,4,1,0,-0.125489108,0,-0.125489108,-1,Trump
121,NA,NA,NA,NA,0,0,0,0,0,52.416,87.507,94.287,8,6,2,2,1,3,NA,NA,NA,NA,0,0,0,0,0,6,2,2,1,3,1,2,2,2,55,1,NA,NA,NA,NA,,31,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,6,0,0,1,1,2,1,3,2,2,2,1,0,-0.712392015,0,-0.712392015,-2,Trump
122,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,46.964,63.338,65.083,6,5,4,4,6,4,4,6,5,6,5,2,1,2,2,73,1,NA,NA,NA,NA,,30,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,4,6,4,4,4.666666667,5.333333333,0,1,0,-1.299294923,-1.299294923,-3,Biden
123,NA,NA,NA,NA,0,0,0,0,0,25.376,37.849,38.543,15,6,1,3,2,3,NA,NA,NA,NA,0,0,0,0,0,1,4,5,5,4,3,3,3,3,66,NA,1,NA,NA,NA,,25,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,6,0,0,1,1,1,2,3,3,2.666666667,4.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
124,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0.769,81.173,81.934,35,6,1,3,1,3,3,2,3,1,3,1,5,4,3,35,NA,1,NA,NA,NA,,25,1,NA,1,NA,NA,NA,NA,1,NA,2,,6,0,-1,0,-1,1,1,3,3,2.333333333,2.333333333,0,1,0,1.048316706,1.048316706,1,Biden
125,4.575,61.815,63.765,12,1,6,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,5,6,5,1,6,1,2,50,1,NA,NA,NA,NA,,52,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,1,2,0,0,0,6,6,5,5,5.333333333,5.333333333,0,0,0,0,1.635219613,2,Control
126,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,10.9,115.839,116.654,41,2,4,4,3,4,2,5,4,4,4,2,2,2,2,61,1,NA,NA,NA,NA,,30,NA,NA,1,NA,NA,NA,NA,NA,NA,6,None,2,0,-1,0,-1,4,3,4,4,3.666666667,4,0,1,0,-0.712392015,-0.712392015,-2,Biden
127,9.516,69.922,71.807,37,1,5,4,2,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,2,4,2,3,2,2,25,1,NA,NA,NA,NA,,37,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,1,2,0,0,0,5,2,4,4,3.333333333,3.333333333,0,0,0,0,-0.125489108,-1,Control
128,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,87.766,354.227,356.317,21,4,5,5,5,5,4,5,5,5,5,1,2,2,2,89,NA,1,NA,NA,NA,,73,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,5,5,5,5,5,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
129,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5.202,95.321,95.597,27,6,2,3,3,3,1,5,4,5,5,1,3,2,2,71,1,NA,NA,NA,NA,,26,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,6,0,-1,0,-1,2,3,3,3,3,4.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
130,NA,NA,NA,NA,0,0,0,0,0,11.851,99.758,104.294,7,6,1,2,1,2,NA,NA,NA,NA,0,0,0,0,0,4,4,4,3,4,3,3,4,2,50,NA,1,NA,NA,NA,,20,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,6,0,0,1,1,1,1,2,2,1.666666667,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
131,NA,NA,NA,NA,0,0,0,0,0,28.581,42.276,43.661,5,5,1,2,1,2,NA,NA,NA,NA,0,0,0,0,0,5,1,2,1,2,1,2,2,2,61,1,NA,NA,NA,NA,,26,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,0,1,1,1,1,2,2,1.666666667,1.666666667,1,0,-0.712392015,0,-0.712392015,-2,Trump
132,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,33.221,73.08,74.394,5,5,3,4,4,4,2,3,4,4,3,2,3,2,2,60,1,NA,NA,NA,NA,,27,NA,1,NA,NA,NA,NA,NA,NA,NA,4,,5,0,-1,0,-1,3,4,4,4,4,3.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
133,27.5,51.882,53.243,5,2,4,3,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,3,4,4,2,3,2,3,50,NA,1,NA,NA,NA,,50,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,2,2,0,0,0,4,4,4,3,3.666666667,3.666666667,0,0,0,0,-0.125489108,-1,Control
134,NA,NA,NA,NA,0,0,0,0,0,31.093,46.074,46.762,6,5,2,3,1,3,NA,NA,NA,NA,0,0,0,0,0,3,5,5,6,5,1,1,4,2,66,NA,1,NA,NA,NA,,34,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"Instructions were clear and survey was free of technical errors

Also wanted to say that I greatly appreciate your gravitating towards checkboxes instead of radio buttons with respect to demographic: viewing humanity as spectrums instead of discrete states is a lot more based in reality than the alternative",5,0,0,1,1,2,1,3,3,2.333333333,5.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
135,97.613,141.494,151.22,10,4,6,4,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,6,4,4,5,1,4,1,1,85,1,NA,NA,NA,NA,,23,NA,1,NA,NA,NA,NA,NA,NA,NA,2,,4,2,0,0,0,6,4,5,4,4.333333333,4.333333333,0,0,0,0,0.461413799,0,Control
